timestamp,open,high,low,close,volume,sma-50,ema-5,ema-10,ema-15,ema-20,ema-25,ema-30,ema-35,ema-40,ema-45,ema-50,ema-55,ema-60,ema-65,ema-70,ema-75,ema-80,ema-85,ema-90,ema-95,ema-100
2021-05-23,48482.4,49509.9,40521.3,45347.2,61.98229481,55706.05833333333,49159.76835961096,52731.38512436501,55105.28209374206,56700.391545134364,57828.27022105415,58663.15840667101,59304.41353115194,59811.70506813681,60222.72038554704,60562.328641709304,60847.56246409487,61090.46155183989,61299.76894921126,61481.982902009506,61642.03161458559,61783.71916405233,61910.028000632476,62023.32897095253,62125.53017598613,62218.18444427767
2021-05-24,45405.2,51636.1,44408.0,50154.2,31.16097678,55278.99230769231,49491.245573073975,52262.8060108441,54486.39683202431,56076.94473131204,57237.95712712691,58114.19334817611,58796.06833497684,59340.607259935015,59784.958629653695,60154.1667341913,60465.65666180577,60731.89559932055,60962.0244355988,61162.89042589656,61339.720256307024,61496.5705427177,61636.63665178056,61762.46899356895,61876.12746398642,61979.293663202865
2021-05-25,50480.4,51535.4,47241.3,49280.8,28.3479232,54850.549999999996,49421.09704871599,51720.62309978153,53835.697228021265,55429.692852139466,56625.86811734792,57544.29700313249,58267.442316367014,58849.884954572335,59328.25608053832,59727.76019559557,60066.19749531271,60356.449841965776,60608.04793755036,60828.1836533361,61022.380249562106,61194.94657869998,61349.29161336705,61488.146598105894,61613.7248084867,61727.83834313944
2021-05-26,49644.6,52721.0,49086.0,50652.3,34.7236337,54570.666666666664,49831.49803247733,51526.38253618489,53437.7725745186,54974.70305669761,56166.36287755193,57099.652035188454,57844.37885434663,58450.002761666365,58951.040598775784,59371.859795768294,59729.98687048011,60038.280994688204,60306.35860610944,60541.53904338297,60749.48340088942,60934.634317497505,61100.52436654456,61249.99612342224,61385.36179164323,61508.52075218618
2021-05-27,50748.9,52154.7,48000.0,49789.2,17.80870554,54271.825,49817.39868831822,51210.53116596945,52981.70100270378,54480.84562272641,55675.811886971016,56628.009968402104,57396.868917994034,58027.52457817044,58552.69970317683,58996.06921554209,59374.95876796296,59702.24555223941,59987.65683016673,60238.65625342852,60461.05489033969,60659.43840842349,60837.47031150864,60998.11049433604,61143.77508765066,61276.45499471715
2021-05-28,49650.0,50416.3,45250.3,46355.4,18.24064151,53806.15294117647,48663.39912554549,50327.78004488409,52153.41337736581,53706.99365865723,54958.85712643479,55965.26093818262,56783.45397810548,57458.152647527975,58022.38232477784,58500.35669728553,58909.97452625,59264.64405872336,59574.5581383435,59847.578612486875,60089.85344585707,60306.25227488217,60500.677978682856,60676.29268127371,60835.68393999127,60980.98855917819
2021-05-29,46502.8,48453.1,43897.8,45123.6,8.96931659,53323.788888888885,47483.46608369699,49381.5654912688,51274.68670519508,52889.52759592797,54202.29888593981,55265.79894217084,56135.684312655176,56856.46715252661,57461.565701961415,57975.77800327434,58417.60400745536,58801.003269912755,59136.650315969455,59432.81865157175,59696.0046709661,59931.37197179866,60143.07151406232,60334.47525970725,60508.34885790812,60666.98086493704
2021-05-30,45047.7,47512.1,43624.2,46494.3,6.59509267,52964.34210526316,47153.744055798,48856.60812921992,50677.13836704569,52280.458301077684,53609.375894713674,54699.895784611435,55600.051850841,56350.99558411067,56984.7280627457,57525.52396393025,57991.77172147481,58397.50480204676,58753.54879124311,59068.353337442975,59348.5913901512,59599.592416939435,59825.658223037615,60030.29558366973,60216.38950670169,60386.33371909671
2021-05-31,46467.1,48436.7,44494.2,48293.8,10.32790962,52730.815,47533.76270386534,48754.279378452666,50379.22107116498,51900.776558117905,53200.48544127416,54286.59928237845,55194.148970238726,55957.96165317844,56606.86162523502,57163.495573187894,57645.415588564996,58066.23579214358,58436.58670665999,58764.844792726275,59057.67582725249,59320.43704861995,59557.47547366464,59772.35062578688,59968.00222531207,60146.877605847265
2021-06-01,48697.4,48940.5,46357.1,47652.0,13.195162,52488.96666666667,47573.17513591023,48553.864946006724,50038.31843726936,51496.13117163049,52773.67886886846,53858.560618999196,54775.14069411435,55552.79279204779,56217.51981544219,56790.49574678837,57288.50788897339,57724.78543830281,58109.78104888242,58451.80691124103,58757.52646337743,59032.3274918639,59280.60395102127,59505.969293352005,59711.418845618064,59899.454286919594
2021-06-02,47533.6,49282.5,46676.2,48663.3,16.69422051,52315.07272727273,47936.55009060682,48573.76222855095,49866.441132610686,51226.337726713304,52457.49587895551,53523.38251454764,54435.593988885776,55216.7199729235,55889.075475640355,56471.782188090794,56980.46475008148,57427.68755507977,57823.52404740114,58176.07432219199,58491.8889248675,58776.30212169442,59033.68990564869,59267.66886932229,59481.24970300102,59676.95618222812
2021-06-03,49001.5,51337.8,48263.5,51132.8,8.946996,52263.66956521739,49001.966727071216,49039.04182335986,50024.73599103435,51217.42937178823,52355.59619595894,53369.15138457682,54252.105433947676,55017.50436448821,55682.28088974295,56262.410337577436,56771.61958043571,57221.29779917552,57620.774833843534,57977.67222860912,58298.228690002565,58587.57367424517,58849.948279935925,59088.880542524,59307.323667521836,59507.764970698845
2021-06-04,50891.2,50914.2,46695.3,47702.1,23.25857985,52073.604166666664,48568.67781804748,48795.96149183989,49734.40649215505,50882.63609828459,51997.63495011595,53003.53516621703,53888.21624317281,54660.65537109854,55335.31650323239,55926.71189296655,56447.70816684873,56909.19295330091,57320.20892978767,57688.21948977506,58019.383198160394,58318.79654648603,58590.69599435602,58838.6216295015,59065.54817444846,59273.989426724605
2021-06-05,47614.9,49110.1,45360.5,45980.9,5.52420307,51829.89599999999,47706.085212031656,48284.132129687176,49265.218180635675,50415.804088924146,51534.80918472242,52550.4619296869,53448.92089632987,54237.25267006934,54928.60274222228,55536.68005402669,56073.89358946128,56550.88826630743,56976.593507672886,57358.435842175764,57702.58100873513,58014.157125585145,58297.444924719835,58556.03434094102,58792.95133748078,59010.7599331261
2021-06-06,46066.8,47186.4,45822.0,46377.8,4.81583272,51620.2,47263.32347468777,47937.526287925866,48904.29090805622,50031.232270931374,51138.11617051301,52152.22567615871,53056.08084653377,53853.86473494401,54556.82870995175,55177.50828720212,55727.60453269481,56217.34438872358,56655.41794683431,57049.12215648067,57404.56045587368,57726.839665694155,58020.24387995891,58288.380838942314,58534.302351283266,58760.60231068796
2021-06-07,46422.1,47687.7,43175.9,43417.6,16.04682712,51316.4,45981.41564979185,47115.72150830298,48218.45454454919,49401.36253084267,50544.23031124278,51588.701438987184,52520.609688393,53344.77865031259,54072.51441821472,54716.335413194196,55287.961513669994,55797.68063827362,56254.27194844539,56665.1356168615,57036.482549140164,57373.52510604739,57680.64751065753,57961.55049083369,58219.37105229819,58456.780482753544
2021-06-08,43308.6,43995.9,40352.4,43451.9,20.78027003,51035.525,45138.24376652791,46449.572143156984,47622.63522648055,48834.7470517148,49998.66644114719,51063.74650743963,52016.79248348228,52862.199203955875,53610.74857394451,54274.5928479709,54865.24503103892,55392.90094521547,55866.321283340985,56292.93179666822,56678.99353468911,57029.78127626844,57349.74640575852,57642.65707345273,57911.71540537531,58159.6541365604
2021-06-09,43451.0,48578.1,42112.6,48578.1,23.84180232,50950.786206896555,46284.862511018604,46836.57720803753,47742.068323170475,48810.304475361016,49889.39209952048,50903.38221663708,51825.754012177706,52653.218754982416,53391.93776638171,54051.200971579885,54640.70413707324,55169.46484865103,55645.46609293672,56075.61259112827,56465.8121258815,56821.09778796552,57145.75462888041,57443.43603887135,57717.265084429986,57969.92039128197
2021-06-10,48741.4,49533.5,46469.5,47555.8,9.40145387,50837.62,46708.50834067907,46967.34498839435,47718.784782774164,48690.82785865996,49709.88501494198,50687.40917040243,51588.5343448345,52404.56418156863,53138.192646104246,53796.479364851264,54387.67184646348,54919.836492957555,55400.32469618106,55835.61787025142,56231.338122568835,56592.32500307748,56922.73242820877,57226.12535669834,57505.56789517103,57763.70018551401
2021-06-11,47250.0,48570.2,46551.3,48565.3,3.69906559,50764.319354838706,47327.43889378605,47257.88226323173,47824.59918492739,48678.87282450187,49621.84001379261,50550.49890134422,51420.576881232584,52217.283001979915,52939.37122670841,53591.335076033574,54179.729994804075,54711.49103417206,55193.20273569073,55630.82018376547,56029.60027723808,56394.12685485335,56728.3735345295,57035.77754666102,57319.312314021634,57581.553647187
2021-06-12,48492.9,48558.5,45318.3,46435.1,10.11616537,50629.03125,47029.99259585737,47108.285488098685,47650.91178681146,48465.180174549314,49376.706166577795,50284.989294805884,51143.60594338633,51935.22529456626,52656.57682554718,53310.6984063852,53903.13606641822,54440.13395108445,54927.80568309404,55371.7858123918,55777.11342783708,56148.22495720265,56488.99508023811,56802.79562255857,57092.55789081285,57360.831792787256
2021-06-13,45976.9,50812.4,45072.2,50695.7,6.06032136,50631.051515151514,48251.895063904914,47760.542672080745,48031.51031346003,48677.61063411604,49478.1672306872,50311.48675965712,51118.72227986486,51874.76064605083,52571.32131139295,53208.14944927205,53788.58477833185,54317.36562481938,54799.56005633361,55240.06508528217,55643.39202184137,56013.594711345795,56354.26728767443,56668.5737407441,56959.29001808758,57228.84898500929
2021-06-14,50734.4,53000.0,50357.7,52566.6,15.55047993,50687.97941176471,49690.130042603276,48634.37127715697,48598.39652427752,49047.99057372404,49715.7389821728,50456.97793645343,51199.15993098348,51908.50890721908,52571.11603698456,53182.990647339815,53744.94246482,54259.963473185955,54731.89460008108,55164.75620964042,55562.423810740285,55928.48373081874,56266.18200191456,56578.42047171675,56867.77564271075,57136.52722292989
2021-06-15,52808.0,53656.7,51456.0,52168.5,7.46036269,50730.28,50516.25336173552,49276.9401358557,49044.65945874283,49345.18194765509,49904.41290662105,50567.39871474676,51253.01215703995,51921.191399549854,52553.61099189828,53143.20670038531,53688.64094821929,54191.39090029461,54654.2159758362,55080.35462627027,55473.11002624712,55835.64462635408,56170.88707163747,56481.49914266803,56769.87406682094,57038.15044623821
2021-06-16,52102.3,52638.8,49938.6,50326.3,13.73389405,50719.058333333334,50452.93557449035,49467.73283842739,49204.86452639998,49438.621762164126,49936.8657599579,50551.84395895665,51201.528148315505,51843.391819084005,52456.77138355487,53032.73977095844,53568.55734292575,54064.666608481675,54523.06700687147,54946.437594544346,55337.66765713535,55699.61142570336,56034.966442064506,56346.220040631364,56635.63294042884,56905.242516609724
2021-06-17,50289.2,52087.6,49554.5,50280.0,9.4304125,50707.1918918919,50395.290382993575,49615.41777689514,49339.25646059998,49518.7530229104,49963.2607014996,50534.305639023965,51150.332140075756,51767.128803518935,52362.129149487264,52924.78919170517,53451.108866392686,53940.57917869539,54394.48921878445,54814.98864821915,55204.571139842315,55565.793859636615,55901.13001317928,56212.89652325485,56503.22392083657,56774.04959548874
2021-06-18,50277.4,50419.0,47000.0,47911.3,13.11118529,50633.61578947368,49567.29358866239,49305.57818109602,49160.761903024984,49365.6622588237,49805.41757061502,50365.07946876436,50970.38591007155,51579.03959359118,52168.614838639995,52728.18177242261,53253.25854973581,53742.897894148,54198.02893942735,54620.51854545241,55012.642951951726,55376.79401125053,55715.320012872784,56030.443852414086,56324.225505819144,56598.54960349886
2021-06-19,48008.2,48747.2,46847.3,47764.3,5.29755108,50560.04358974359,48966.29572577493,49025.3457845331,48986.20416514686,49213.15156750716,49648.408526721556,50197.28724497311,50792.27002617869,51392.95473536722,51977.12288913391,52533.51974213153,53057.22431581667,53546.878291061184,54003.0674564144,54427.385628679105,54821.8970847951,55188.831196157924,55530.41257071295,55848.77036115224,56145.89372444791,56423.61396778601
2021-06-20,47818.2,48310.0,44847.2,47743.0,11.34001138,50489.6175,48558.53048384996,48792.19200552708,48830.8036445035,49073.137132506476,49501.83864005067,50038.9461323942,50622.86613583543,51214.90816291027,51793.03058960635,52345.65622283226,52867.43059025179,53356.58719955098,53813.36844258366,54239.093075758574,54635.61031940576,55004.98351230217,55349.309952789394,55670.62156200603,55970.83343852191,56251.72062188925
2021-06-21,47563.7,47750.0,41898.0,42129.4,16.15871272,50285.70975609756,46415.48698923331,47580.77527724943,47993.128188940565,48411.82883417253,48934.72797543139,49528.65283353007,50151.006906066796,50771.7126427683,51372.87273788433,51945.01872389766,52483.9294977428,52988.482701205045,53459.3087928084,53897.97496094847,54306.49952152666,54687.0678700231,55041.870186445456,55373.012296907,55682.47024188603,55972.07070858451
2021-06-22,42072.5,44237.6,38669.0,42774.9,33.15879715,50106.880952380954,45201.95799282221,46706.97977229499,47340.849665322996,47874.978469013244,48460.89505424436,49092.92684427006,49741.22318906308,50381.62422116985,50999.04783623719,51585.40622492128,52137.17844425199,52653.611137231106,53135.53882938997,53584.648905710485,54003.03637622333,54392.94026829413,54756.59181001649,55096.13070796399,55413.56252851341,55710.74059554323
2021-06-23,43115.5,45996.0,42985.1,44649.4,5.70454193,49979.962790697675,45017.77199521481,46332.874359150446,47004.418457157626,47567.780519583415,48167.7031269948,48806.24769302684,49458.34412300402,50102.003527454246,50722.9761911834,51313.405980806725,51869.75778552871,52391.17798519074,52878.38310728724,53332.95175343695,53756.88805053325,54152.35902710169,54521.540837690525,54866.53223086588,55189.30914250271,55491.704148106735
2021-06-24,44584.7,46451.9,43000.0,45828.5,11.33471156,49885.61136363636,45288.01466347654,46241.169930214,46857.428650012924,47402.13475581357,47987.76442491828,48614.13493863802,49256.686116170466,49893.53994074916,50510.172878523255,51098.31162861823,51653.99857890268,52176.00821518449,52664.750285854294,53121.55874629789,53548.24625972975,53946.831643716454,54319.37709727912,54667.89415985783,54994.29228536723,55300.3535709165
2021-06-25,45912.6,46797.4,41462.8,41970.0,10.20236729,49709.70888888889,44182.00977565103,45464.593579265995,46246.50006876131,46884.78858859323,47524.85946915534,48185.48107162912,48851.87022082766,49507.025797297974,50138.861014239636,50740.338623574375,51308.14148679902,51841.38499501451,52340.66694385871,52807.430330909214,53243.555568684234,53651.1074056,54032.182281063324,54388.819562937875,54722.95286275541,55036.38617347261
2021-06-26,41680.0,43162.1,39945.8,42459.3,11.24049928,49552.09130434783,43607.77318376736,44918.176564853995,45773.10006016614,46463.313484917686,47135.20104845108,47816.050034749824,48496.72743078168,49163.234294990754,49804.96705709878,50415.592010885186,50992.11143369905,51533.77565091567,52041.2315819236,52515.93370186952,52959.759369508334,53374.76648200494,53763.04548382929,54126.63231979638,54467.46009478134,54787.334962116714
2021-06-27,42635.7,45777.2,42438.8,45777.2,9.22723423,49471.7744680851,44330.91545584491,45074.36264397145,45773.612552645376,46397.96934349695,47030.73942933947,47684.51132283048,48345.64257351602,48998.06189035706,49629.8467502684,50233.69428496812,50805.864596781226,51345.03546563975,51851.41244307744,52326.11021730982,52770.744649258115,53187.17224788136,53577.32814699605,53943.12831276788,54286.41300947339,54608.91644801539
2021-06-28,45950.1,46451.9,44880.9,45554.1,11.52682561,49390.15625,44738.64363722994,45161.58761779482,45746.1734835647,46317.60083459248,46917.15178092874,47547.06543103498,48190.55687498736,48830.06374936403,49452.64036982195,50050.18078359683,50618.30157546761,51155.16872906139,51660.58479328721,52135.34936611799,52580.83294796185,52998.70132818059,53390.74144590312,53758.75406413562,54104.48982177603,54429.61315201509
2021-06-29,45741.1,48486.4,45438.0,47724.5,11.29468342,49356.163265306124,45733.92909148663,45627.57168728667,45993.464298119114,46451.591231297956,46979.25549008807,47558.51282258111,48164.664826376946,48776.133810370666,49377.50383200361,49958.977615612646,50514.951519200906,51042.68778712495,51541.30949652093,52011.10008819917,52453.03471248917,52868.47413489218,53258.968389021655,53626.133095693076,53971.57336715569,54296.8386341534
2021-06-30,47785.1,47928.1,45498.5,46800.0,13.18523449,49305.04,46089.286060991086,45840.740471416364,46094.28126085422,46484.773018793385,46965.466606235146,47509.576511446845,48088.85011380045,48679.73703913307,49265.43844800345,49835.09614049058,50382.27467922945,50903.583269514296,51397.63345117181,51864.30853641891,52304.270641107876,52718.63526736398,53108.759821835105,53476.108192491025,53822.16558867328,54148.38638397214
2021-07-01,46474.3,46693.0,43913.0,44946.1,5.61487542,48921.832,45708.22404066073,45678.078567522476,45950.75860324744,46338.23273128925,46810.130713447834,47344.19093006318,47914.25288525598,48497.60840307779,49077.641124177215,49643.37080164782,50188.125583542685,50708.25594920235,51202.13243749994,51669.429422716974,52110.634571605035,52526.72081631795,52918.93052365289,53288.63548496375,53637.247555575916,53966.162891220214
2021-07-02,44906.8,45383.5,43499.4,45056.1,14.88206414,48529.282,45490.84936044049,45564.99155524566,45838.92627784151,46216.124852118846,46675.20527395185,47196.572160381686,47755.46661385287,48329.72994439107,48902.791510082556,49463.47782903418,50004.838955559026,50522.93936070391,51015.88903030298,51483.13845306297,51924.98892498385,52342.26104307554,52736.07399984701,53107.70063914037,53458.47364816808,53789.726002285155
2021-07-03,45004.8,46392.1,44384.5,45711.7,4.08370494,48152.858,45564.46624029366,45591.66581792827,45823.02299311132,46168.08439001229,46601.08948364786,47100.7739564861,47641.92402419438,48202.021166615894,48764.04840094854,49316.349286719116,49851.512564289056,50365.19380789394,50855.15602938471,51320.56272199078,51761.4813216948,52178.54348645639,52572.71646496684,52945.15117454388,53297.08253049791,53629.76509134882
2021-07-04,46090.9,47773.9,45767.4,46879.2,6.14649866,47877.742,46002.71082686244,45825.76294194131,45955.045118972404,46235.809686201595,46622.482600290336,47086.47886251925,47599.55046729469,48137.49330482975,48682.09847047251,49220.774804887,49745.358544135874,50250.8989289466,50734.672513342746,51195.45391292061,51633.00023428178,52047.69549913648,52440.30910531645,52811.83356631215,53163.37664444587,53496.090535084484
2021-07-05,46720.0,46720.0,44109.0,44834.5,7.97178372,47573.122,45613.307217908296,45645.5333161338,45814.97697910085,46102.35162084906,46484.94547719108,46941.18990364704,47445.93655244498,47976.37168020391,48514.81158045197,49048.76402822477,49569.970738988166,50073.312078817195,50555.87940687782,51016.27211255665,51454.09233337963,51869.591906565205,52263.42982379746,52636.507553865726,52989.85838101991,53324.573890825384
2021-07-06,44791.2,46100.6,44712.9,45657.7,4.90366751,47369.005999999994,45628.104811938865,45647.7454404731,45795.31735671325,46060.00384743487,46421.31120971485,46858.38410341175,47346.59007730915,47863.26574458421,48390.58933782362,48915.78112515713,49430.246784024304,49928.53791229859,50407.449727881525,50865.326419245204,51301.55569302754,51716.21185948952,52109.80819998821,52483.12716806648,52837.10508141533,53172.75460585854
2021-07-07,45568.1,46560.8,45207.1,45207.1,5.17884973,47170.12,45487.76987462591,45567.62808765981,45721.79018712409,45978.77490958393,46327.91034742909,46751.84964512713,47227.72951745863,47733.69668387278,48252.17675791825,48770.34264966077,49279.42011316629,49773.7366692724,50249.86337249118,50705.93975954816,51141.17528005313,51555.493048144104,51949.280102314064,52323.21448305403,52678.14664221917,53015.018871089065
2021-07-08,45245.4,45245.4,43378.3,44271.8,10.9010609,47090.53400000001,45082.44658308395,45332.02298081257,45540.541413733576,45816.20587057594,46169.74801301147,46591.846442215705,47063.51121093315,47564.823674903375,48079.116898878325,48593.92921241918,49100.57653769607,49593.34530306675,50068.70993696114,50524.69638603976,50960.40224636752,51375.648775350426,51770.73405342303,52146.2603185913,52503.014420506275,52841.88582413681
2021-07-09,44058.6,45520.0,43757.8,45461.9,7.50921194,46941.492,45208.9310553893,45355.6369843012,45530.71123701688,45782.46245433061,46115.298165856744,46518.94667175018,46974.532810325756,47462.24203222516,47965.32485979666,48471.10453742235,48970.62380420692,49457.88808001538,49929.1096358411,50382.08240333442,50815.70481883153,51229.63028707017,51624.016982413195,51999.35130060028,52356.32453674573,52695.74749098559
2021-07-10,45570.4,45789.7,44289.9,44900.0,2.16885366,46870.724,45105.9540369262,45272.79389624644,45451.87233238977,45698.41841106103,46021.81369156008,46414.4984993792,46859.28098752988,47337.254616019054,47832.04986589246,48331.06122222931,48825.2443826281,49308.449126572246,49776.71237414895,50227.65754690246,50660.0283762307,51073.34311948819,51467.64449445009,51843.321601685995,52200.98444223019,52541.37625354033
2021-07-11,44824.6,46128.9,44620.1,45882.3,1.72255598,46818.698,45364.73602461747,45383.613187838,45505.67579084105,45715.930943340936,46011.08186913238,46380.16311232248,46805.00426600044,47266.28122011568,47747.27813259279,48235.03137037718,48720.13922610567,49196.11636832398,49658.699877962616,50105.25310896155,50534.29868211936,50945.1692153033,51337.75276202102,51712.310137912675,52069.34518301706,52409.51335743062
2021-07-12,45814.4,46236.7,43777.0,44510.0,9.7060345,46801.954,45079.82401641165,45224.7744264129,45381.21631698592,45601.08037730846,45895.614033045276,46259.507427656514,46677.50402900042,47131.828477671006,47606.52690943658,48088.951708793764,48569.777110887604,49042.4732087068,49502.678669539506,49947.64034532883,50375.76450627412,50786.276148258774,51178.967814067044,51554.0176074091,51911.85882503753,52253.08735035278
2021-07-13,44387.0,44685.3,43418.4,44011.5,9.51239124,46679.1,44723.716010941105,45004.17907615601,45210.00177736268,45449.69176994575,45750.68218434949,46114.47469038836,46529.392694055954,46979.617332418755,47450.221391634994,47929.051641782244,48406.98149978447,48877.52326743772,49336.2793159171,49780.425124333655,50208.283861372176,50618.99772484497,51012.28251606548,51388.24798966385,51747.268016182585,52089.88760084084
2021-07-14,44093.4,44288.0,42596.2,43925.2,17.94772393,46571.988,44457.54400729407,44808.001062309464,45049.40155519235,45304.50207756997,45610.26047786107,45973.23116197621,46384.71532216396,46830.62136498369,47296.95959199869,47772.03785190843,48246.91787479217,48715.15201276763,49172.30721543476,49615.48920533834,50042.9395492308,50453.718768675964,50847.46664359884,51224.22495692398,51584.308265845444,51928.21061864597
2021-07-15,43949.8,44190.9,42133.8,42620.1,4.97015818,46411.344000000005,43845.062671529384,44410.20086916229,44745.7388607933,45048.844736849016,45380.24813341022,45756.900119268066,46175.57002648818,46625.23007888692,47093.61787060744,47570.00107340222,48045.9600935496,48515.31424185721,48973.75548163371,49418.435988286554,49847.60166635631,50260.29608302964,50656.13253560817,51035.123309519055,51397.55392697366,51743.89159649456
2021-07-16,42791.3,43459.9,41989.1,42511.1,5.98180769,46265.78199999999,43400.40844768626,44064.90980204187,44466.40900319414,44807.15476191101,45159.5444308402,45547.49365996045,45971.98835834995,46424.54080674609,46894.37796318973,47371.6127960139,47848.28651877997,48318.454758517626,48777.91743673571,49223.86314354609,49654.53583303115,50068.95790814002,50466.71317431496,50847.78213788127,51212.41947016171,51561.06404012834
2021-07-17,42433.8,43159.1,42292.8,42790.5,4.38438828,46194.484,43197.105631790844,43833.19892894335,44256.92037779487,44615.092403633775,44977.310243852495,45369.623101253324,45795.239005108284,46247.27052349018,46715.948486529305,47191.96131381728,47667.6512859664,48137.21034020557,48596.48054471342,49042.64164654479,49473.90331110928,49889.24289806249,50288.196588865765,50670.6990139718,51036.96281453334,51387.38950468026
2021-07-18,42621.0,43833.8,42225.8,43079.8,2.66804192,46153.608,43158.003754527235,43696.2173054991,44109.78033057051,44468.87407947818,44831.34791740231,45221.89257859182,45644.38128260227,46092.75976624675,46557.85507407151,47030.70008582444,47503.79945432475,47971.39360773981,48429.30840699484,48874.674276219586,49305.63743450114,49721.10850551774,50120.55945889214,50503.86606860978,50871.188589230565,51222.8827818153
2021-07-19,43068.6,43275.8,41458.0,42216.9,11.18524882,46068.06,42844.30250301816,43427.25052268108,43873.170289249196,44254.40035762311,44630.2365391406,45028.02208965041,45453.96565579103,45903.69343618593,46369.11789693796,46841.923611870545,47314.981616670295,47782.72168617457,48241.05360678288,48687.13133886129,49119.09171254058,49535.819406616065,49936.753424964416,50321.73494622275,50690.89091028826,51044.546489106084
